acc_pred,acc_ofa,power_pred
79.36646342277527,75.284
79.52747344970703,75.358
80.97153902053833,77.492
80.19357919692993,76.178
81.79507851600647,77.992
80.88304996490479,77.208
82.72032141685486,79.14
76.68958306312561,72.818
79.78496551513672,75.67
81.77981972694397,78.26
81.56235218048096,77.676
80.49255013465881,76.246
80.67328929901123,76.852
79.59648370742798,75.454
76.60129070281982,72.436
80.34939169883728,76.578
80.89507818222046,77.166
81.80224299430847,77.738
77.62465476989746,73.42
79.27091717720032,74.87
81.08379244804382,77.418
81.61051869392395,77.868
81.40370845794678,77.256
79.21105027198792,74.794
81.93116784095764,78.16
82.53784775733948,78.762
80.15831708908081,76.768
77.8623104095459,73.544
80.33296465873718,76.356
80.75624704360962,77.008
81.32385015487671,77.258
79.51138615608215,75.096
79.33628559112549,75.094
82.71992206573486,78.948
81.41506314277649,77.522
79.04394865036011,75.25
82.98434615135193,79.002
82.21107125282288,78.612
79.83630895614624,75.874
81.73956871032715,77.88
81.11310005187988,77.306
75.41685700416565,70.638
81.16950392723083,77.818
81.58289790153503,78.112
76.602703332901,72.276
81.14305138587952,77.434
80.26361465454102,76.09
82.0485532283783,78.326
82.864910364151,79.09
81.11286163330078,77.242
81.22342228889465,77.698
80.72100281715393,76.912
82.80383944511414,79.382
81.74822926521301,77.604
80.55360317230225,76.068
82.11947083473206,78.728
81.78777694702148,78.51
82.19375610351562,78.714
79.70735430717468,75.298
81.46093487739563,77.86
81.21448755264282,77.548
82.08341002464294,78.464
82.59167671203613,78.916
79.81685400009155,75.998
78.09129357337952,73.602
82.40938186645508,78.404
81.01153373718262,77.618
78.683602809906,74.63
82.27747082710266,78.792
81.40415549278259,77.532
82.98617601394653,79.316
81.93123936653137,77.802
82.09716081619263,78.554
82.35018849372864,78.078
82.8504204750061,79.16
79.92944121360779,76.246
81.33068680763245,78.166
80.93223571777344,77.402
80.19614815711975,76.438
82.06372261047363,78.344
81.26055598258972,77.652
77.76665091514587,73.788
77.79445052146912,73.702
80.81998229026794,77.362
81.74253106117249,78.28
82.30367302894592,78.668
80.19829988479614,76.6
77.0971953868866,73.258
81.56676292419434,78.17
81.58971071243286,77.636
81.4122200012207,77.808
80.43954372406006,76.446
79.24677729606628,74.824
77.62455344200134,73.656
82.62444734573364,78.844
81.52123689651489,77.758
81.80233240127563,78.092
77.99245715141296,73.758
80.41611313819885,76.906
81.28466606140137,78.03
